v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,class
58,10,1,4,98,528.4500122,0.050000001,19.96999931,26.45999908,10555.04004,0.180000007,586.3900146,43,7,6,0,22,69,489,258,44,0
61,4,1,3,133,707.8200073,0.059999999,18,39.31999969,12740.7002,0.239999995,707.8200073,46,0,13,0,13,78,532,361,120,0
28,3,1,3,59,280.5400085,0.200000003,4.900000095,57.25,1374.640015,0.090000004,76.37000275,21,0,5,0,61,72,273,212,100,0
24,3,1,3,45,197.6499939,0.200000003,5,39.52999878,988.2700195,0.07,54.90000153,18,0,4,0,61,42,208,126,100,0
24,3,1,3,43,185.8399963,0.200000003,5.119999886,36.33000183,950.6599731,0.059999999,52.81000137,18,0,4,0,61,33,196,115,100,0
17,4,1,3,30,114.2200012,0.140000001,7.329999924,15.57999992,837.6199951,0.039999999,46.52999878,13,0,2,0,65,125,138,17,120,0
24,3,1,3,45,197.6499939,0.200000003,5,39.52999878,988.2700195,0.07,54.90000153,18,0,4,0,61,42,208,126,100,0
24,3,1,3,43,185.8399963,0.200000003,5.119999886,36.33000183,950.6599731,0.059999999,52.81000137,18,0,4,0,61,33,196,115,100,0
25,3,1,3,45,197.6499939,0.200000003,5,39.52999878,988.2700195,0.07,54.90000153,18,0,5,0,61,42,208,126,100,0
25,3,1,3,43,185.8399963,0.200000003,5.119999886,36.33000183,950.6599731,0.059999999,52.81000137,18,0,5,0,61,33,196,115,100,0
24,3,1,3,43,185.8399963,0.200000003,5.119999886,36.33000183,950.6599731,0.059999999,52.81000137,18,0,4,0,61,33,196,115,100,0
24,3,1,3,45,197.6499939,0.200000003,5,39.52999878,988.2700195,0.07,54.90000153,18,0,4,0,61,42,208,126,100,0
28,7,1,3,66,289.8900146,0.050000001,21,13.80000019,6087.75,0.100000001,338.2099915,16,8,2,0,10,137,392,137,22,0
158,21,10,11,328,1790.689941,0.02,50.41999817,35.52000046,90280.79688,0.600000024,5015.600098,95,30,31,0,19,78,160,32,90,0
25,9,1,3,69,320.4299927,0.050000001,19.09000015,16.78000069,6117.22998,0.109999999,339.8500061,20,0,3,0,10,15,347,232,44,0
24,7,1,3,45,203.5599976,0.079999998,12.35000038,16.47999954,2513.969971,0.07,139.6600037,19,0,3,0,9,4,220,115,22,0
65,10,8,4,203,1080.349976,0.02,45.31999969,23.84000015,48956.98047,0.360000014,2719.830078,45,9,8,0,20,69,52,440,51,0
17,5,1,2,30,127.4400024,0.100000001,10.28999996,12.39000034,1310.790039,0.039999999,72.81999969,13,0,2,0,8,137,127,30,138,0
31,8,1,5,72,353.2999878,0.079999998,13.13000011,26.92000008,4637.009766,0.119999997,257.6099854,24,0,3,2,10,55,369,232,34,0
20,11,5,4,59,280.5400085,0.07,13.75,20.39999962,3857.399902,0.090000004,214.3000031,16,0,2,0,11,25,329,147,53,0
49,11,10,6,123,635.9000244,0.059999999,17.5,36.34000015,11128.25977,0.209999993,618.2399902,34,4,9,0,11,73,521,345,53,0
67,11,9,4,253,1346.449951,0.02,55.81999969,24.12000084,75153.04688,0.449999988,4175.169922,53,3,8,0,20,69,94,7,53,0
312,39,30,14,1097,7012.370117,0.01,97.81999969,71.69000244,685920.75,2.339999914,38106.71094,228,35,42,5,26,122,503,310,127,0
30,3,1,1,100,535.7600098,0.090000004,10.90999985,49.09999847,5845.470215,0.180000007,324.75,21,0,7,0,9,87,438,336,100,0
148,30,20,16,404,2459.330078,0.02,45.81000137,53.68999863,112660.9609,0.819999993,6258.939941,103,34,9,0,25,105,215,64,111,0
15,2,1,2,29,113.3000031,0.119999997,8.25,13.72999954,934.7199707,0.039999999,51.93000031,8,4,1,0,66,125,127,17,71,0
88,13,5,5,353,2050,0.02,55.75999832,36.77000046,114302.8203,0.680000007,6350.160156,60,9,12,1,22,93,143,81,64,0
67,11,1,4,237,1269.73999,0.039999999,22.34000015,56.81999969,28372.11914,0.419999987,1576.22998,63,0,2,0,8,88,64,14,53,0
15,7,1,7,49,211.7700043,0.189999998,5.139999866,41.18000031,1089.130005,0.07,60.50999832,13,0,0,0,58,42,208,171,22,0
17,3,1,3,37,162.5200043,0.090000004,10.67000008,15.23999977,1733.5,0.050000001,96.30999756,12,0,3,0,8,161,163,80,100,0
43,6,4,5,302,1776.560059,0.039999999,25.23999977,70.37999725,44847.26172,0.589999974,2491.51001,36,0,5,0,16,104,135,25,10,0
9,1,1,1,35,145.9499969,0.150000006,6.5,22.45000076,948.6599731,0.050000001,52.70000076,6,0,1,0,66,161,174,41,1,0
11,1,1,1,53,221.0099945,0.129999995,7.599999905,29.07999992,1679.650024,0.07,93.30999756,8,0,1,0,65,4,304,115,1,0
28,9,1,1,113,588.6699829,0.079999998,12.47999954,47.16999817,7346.580078,0.200000003,408.1400146,23,0,3,0,8,80,474,355,44,0
23,2,1,2,146,686.2600098,0.039999999,28.5,24.07999992,19558.5293,0.230000004,1086.579956,19,0,2,0,9,33,558,377,71,0
33,1,1,1,255,1366.180054,0.029999999,30.87000084,44.25999832,42167.53906,0.460000008,2342.639893,25,0,6,0,11,82,88,13,1,0
22,5,1,1,79,379.7799988,0.100000001,10.02999973,37.86999893,3808.97998,0.129999995,211.6100006,17,0,3,0,7,62,411,240,138,0
42,6,1,5,277,1586.630005,0.029999999,33.47000122,47.40999985,53102.66016,0.529999971,2950.149902,35,2,3,0,20,92,120,8,10,0
32,7,7,4,172,980.4799805,0.039999999,24.20000076,40.52000046,23727.50977,0.330000013,1318.199951,26,0,4,0,21,90,22,400,15,0
87,6,1,6,572,3432,0.029999999,38.15999985,89.94000244,130963.6563,1.139999986,7275.759766,60,9,16,0,14,110,322,139,10,0
44,4,1,4,149,827.6300049,0.059999999,16.77000046,49.34000015,13882.88965,0.280000001,771.2700195,33,2,7,0,13,91,544,398,120,0
67,6,1,2,333,1849.680054,0.02,51.11000061,36.18999863,94539.10156,0.620000005,5252.169922,49,3,13,0,19,85,146,52,10,0
28,3,1,3,66,332.9299927,0.100000001,9.75,34.15000153,3246.070068,0.109999999,180.3399963,19,0,5,2,9,72,321,232,100,0
22,2,1,1,81,412.0799866,0.079999998,13.32999992,30.90999985,5494.459961,0.140000001,305.25,15,1,3,0,13,66,429,232,71,0
104,18,6,10,351,2000.849976,0.02,53.13999939,37.65000153,106331.1172,0.670000017,5907.279785,75,12,14,1,23,87,182,35,80,0
4,1,1,1,19,72.33999634,0.400000006,2.5,28.94000053,180.8500061,0.02,10.05000019,2,0,0,0,54,161,4,452,1,0
25,2,1,2,73,334.7000122,0.090000004,11.10000038,30.14999962,3715.199951,0.109999999,206.3999939,12,3,5,3,66,49,321,284,71,0
38,3,1,3,187,898.9799805,0.029999999,34.88000107,25.78000069,31351.76953,0.300000012,1741.76001,34,0,2,0,8,55,568,459,100,0
76,5,1,5,288,1599.719971,0.039999999,26.95999908,59.34999847,43121.91016,0.529999971,2395.659912,54,3,16,0,9,94,87,56,138,0
193,14,5,4,1069,6461.459961,0.01,152.75,42.29999924,986987.625,2.150000095,54832.64063,160,0,26,2,25,102,465,337,67,0
116,23,7,11,398,2405.669922,0.02,42.93000031,56.02999878,103283.3828,0.800000012,5737.970215,79,15,13,7,20,108,168,109,93,0
54,8,1,7,312,1573.849976,0.029999999,39.70999908,39.63000107,62504.37109,0.519999981,3472.459961,48,0,3,0,8,73,118,53,34,0
60,9,3,5,202,1115.76001,0.02,43.45000076,25.68000031,48482.41016,0.370000005,2693.469971,46,1,11,0,24,73,64,420,44,0
92,8,1,4,241,1255.47998,0.039999999,27.70000076,45.33000183,34771.28906,0.419999987,1931.73999,79,0,8,2,10,77,92,455,34,0
63,17,3,5,411,2243.830078,0.02,64.58000183,34.74000168,144913.7969,0.75,8050.77002,43,10,7,0,19,78,215,74,76,0
18,3,1,2,41,167.5899963,0.119999997,8.43999958,19.86000061,1414.01001,0.059999999,78.55999756,13,0,3,0,66,148,220,67,100,0
105,11,1,7,352,2212.459961,0.029999999,36.08000183,61.31000137,79836.46875,0.74000001,4435.359863,91,0,9,0,24,117,150,72,52,0
55,10,6,2,230,1240.22998,0.029999999,37.88000107,32.75,46973.82813,0.409999996,2609.659912,48,0,2,0,16,78,64,7,51,0
68,4,1,3,195,983.6599731,0.039999999,27.62999916,35.59999847,27179.99023,0.330000013,1510,52,3,9,2,10,69,50,425,120,0
8,2,1,2,24,98.09999847,0.129999995,7.860000134,12.48999977,770.7800293,0.029999999,42.81999969,6,0,0,0,4,137,65,17,71,0
41,10,4,5,180,891.7600098,0.029999999,40,22.29000092,35670.21094,0.300000012,1981.680054,30,0,9,0,13,49,40,425,51,0
411,5,1,4,1584,10430.58008,0.02,56.31000137,185.2400055,587317.0625,3.480000019,32628.73047,322,1,86,0,9,154,551,416,138,0
14,2,1,2,34,141.7799988,0.109999999,9.380000114,15.11999989,1329.160034,0.050000001,73.83999634,10,0,1,0,4,148,138,67,71,0
14,1,1,1,59,277.3299866,0.119999997,8.43999958,32.86999893,2339.939941,0.090000004,130,9,0,2,0,4,55,283,203,1,0
72,23,12,7,264,1449.849976,0.02,49.70999908,29.15999985,72078.21875,0.479999989,4004.350098,50,9,9,1,23,73,123,447,93,0
15,1,1,1,41,160.1799927,0.200000003,5,32.04000092,800.9099731,0.050000001,44.5,9,0,3,0,54,4,163,126,1,0
23,2,1,2,71,311.8500061,0.07,14.09000015,22.12999916,4394.310059,0.100000001,244.1300049,16,0,4,0,4,15,354,240,71,0
14,1,1,1,59,277.3299866,0.119999997,8.43999958,32.86999893,2339.939941,0.090000004,130,9,0,2,0,4,55,283,203,1,0
82,26,15,7,294,1650.719971,0.02,50,33.00999832,82536.22656,0.550000012,4585.350098,58,10,10,1,24,78,149,465,103,0
42,3,1,3,162,824.1699829,0.050000001,21.36000061,38.59000015,17601.89063,0.270000011,977.8800049,31,0,8,0,9,73,567,407,100,0
23,2,1,2,71,311.8500061,0.07,14.09000015,22.12999916,4394.310059,0.100000001,244.1300049,16,0,4,0,4,15,354,240,71,0
63,6,1,2,287,1740.969971,0.029999999,32.66999817,53.29000092,56878.19922,0.579999983,3159.899902,44,7,9,0,22,107,106,36,10,0
8,1,1,1,55,214.8800049,0.109999999,9,23.87999916,1933.910034,0.07,107.4400024,4,0,2,0,58,161,241,203,1,0
107,15,8,8,392,2286.48999,0.02,52.16999817,43.83000183,119289.6016,0.75999999,6627.200195,79,9,15,0,21,95,181,88,70,0
158,20,12,6,632,3792,0.01,92.16999817,41.13999939,349496,1.25999999,19416.43945,130,6,16,3,27,97,351,168,84,0
61,8,1,5,200,1104.709961,0.029999999,36,30.69000053,39769.64844,0.370000005,2209.419922,47,1,11,0,22,77,63,417,34,0
92,9,1,4,476,2811.679932,0.02,54.91999817,51.18999863,154426.1094,0.939999998,8579.230469,82,1,5,0,20,100,232,131,44,0
28,11,1,4,109,554.5300293,0.039999999,27,20.54000092,14972.40039,0.180000007,831.7999878,24,0,2,0,17,55,481,342,52,0
54,10,1,4,426,2546.320068,0.02,52.70000076,48.31000137,134198.0156,0.850000024,7455.450195,40,1,10,1,25,98,237,68,47,0
14,2,1,2,13,39,0.5,2,19.5,78,0.01,4.329999924,7,4,1,0,41,101,560,303,71,0
129,40,29,6,651,3920.560059,0.01,93.83999634,41.77999878,367897,1.309999943,20438.7207,106,10,11,0,27,98,355,180,128,0
56,6,1,4,166,822.4000244,0.050000001,18.32999992,44.86000061,15077.26953,0.270000011,837.6300049,47,6,1,0,4,73,558,428,10,0
86,11,9,6,231,1335.48999,0.029999999,28.86000061,46.27999878,38538.53906,0.449999988,2141.030029,68,0,16,0,19,95,66,7,53,0
15,1,1,1,45,206.3200073,0.170000002,6,34.38999939,1237.939941,0.07,68.76999664,9,0,4,0,66,49,208,126,1,0
9,1,1,1,27,105.4899979,0.209999993,4.809999943,21.92000008,507.6499939,0.039999999,28.20000076,5,0,1,0,61,148,103,17,1,0
46,5,1,3,161,899.1799927,0.059999999,17.81999969,50.45000076,16025.69043,0.300000012,890.3200073,36,3,4,0,14,91,571,398,138,0
152,8,3,8,948,6026.959961,0.01,72.15000153,83.52999878,434839.8438,2,24157.76953,114,17,18,0,24,122,477,257,28,0
22,1,1,1,89,445,0.109999999,9.090000153,48.95000076,4045.449951,0.150000006,224.75,17,1,2,0,4,75,416,304,1,0
26,3,1,3,76,361.3699951,0.050000001,20,18.06999969,7227.430176,0.119999997,401.519989,20,0,4,0,11,25,384,248,100,0
20,3,1,3,68,323.3299866,0.059999999,17.5,18.47999954,5658.319824,0.109999999,314.3500061,14,0,4,0,11,25,354,212,100,0
15,2,1,1,28,109.3899994,0.129999995,7.5,14.59000015,820.4500122,0.039999999,45.58000183,11,0,2,0,66,125,127,4,71,0
157,11,5,6,475,2881.389893,0.029999999,38.99000168,73.90000153,112344.2891,0.959999979,6241.350098,125,10,20,0,17,111,239,123,53,0
8,1,1,1,73,270.1300049,0.090000004,11.25,24.01000023,3038.98999,0.090000004,168.8300018,4,0,2,0,54,148,329,279,1,0
16,2,1,2,77,409.7900085,0.119999997,8.670000076,47.27999878,3551.5,0.140000001,197.3099976,14,0,2,0,9,85,361,279,71,0
9,1,1,1,49,200.2899933,0.129999995,7.699999809,26.01000023,1542.199951,0.07,85.68000031,7,0,0,0,61,4,229,147,1,0
56,12,1,7,324,1675.060059,0.02,46.13999939,36.31000137,77280.97656,0.560000002,4293.390137,50,0,3,0,10,75,126,61,59,0
155,22,5,8,931,5606.819824,0.01,146.6100006,38.24000168,822022.75,1.870000005,45667.92969,97,46,10,0,29,97,456,281,92,0
15,2,1,1,39,168.5599976,0.109999999,9.170000076,18.38999939,1545.089966,0.059999999,85.83999634,11,0,2,0,7,161,196,67,71,0
12,2,1,2,38,169.4600067,0.119999997,8.5,19.94000053,1440.400024,0.059999999,80.01999664,9,0,1,0,7,15,163,92,71,0
13,2,1,2,33,140.1799927,0.180000007,5.449999809,25.70000076,764.6300049,0.050000001,42.47999954,8,0,3,0,65,15,127,67,71,0
32,3,1,3,75,378.3299866,0.150000006,6.559999943,57.65000153,2482.790039,0.129999995,137.9299927,25,0,5,0,66,78,354,273,100,0
79,10,4,6,235,1333.02002,0.039999999,28,47.61000061,37324.55859,0.439999998,2073.590088,60,4,13,0,14,94,56,21,51,0
13,1,1,1,34,144.4299927,0.209999993,4.670000076,30.95000076,674,0.050000001,37.43999863,7,0,4,0,61,25,127,80,1,0
6,1,1,1,15,51.88999939,0.340000004,2.920000076,17.79000092,151.3500061,0.02,8.409999847,3,0,1,0,69,172,582,469,147,0
19,4,4,3,62,276.480011,0.07,15,18.43000031,4147.27002,0.090000004,230.3999939,14,0,3,0,7,15,283,232,120,0
6,1,1,1,21,69.76000214,0.300000012,3.329999924,20.93000031,232.5299988,0.02,12.92000008,3,0,1,0,41,137,65,17,1,0
12,2,1,2,18,64.52999878,0.180000007,5.599999905,11.52000046,361.3599854,0.02,20.07999992,7,0,3,0,61,113,4,435,71,0
17,4,3,2,27,110.3600006,0.090000004,11,10.02999973,1213.97998,0.039999999,67.44000244,11,0,4,0,7,125,91,30,120,0
6,1,1,1,15,49.83000183,0.289999992,3.5,14.23999977,174.3999939,0.02,9.68999958,3,0,1,0,54,113,535,412,1,0
6,1,1,1,15,51.88999939,0.340000004,2.920000076,17.79000092,151.3500061,0.02,8.409999847,3,0,1,0,54,125,535,412,1,0
15,4,1,2,55,267.1900024,0.090000004,11.68999958,22.85000038,3124.060059,0.090000004,173.5599976,8,0,5,0,13,33,321,115,120,0
22,4,4,3,82,389.8999939,0.07,13.75,28.36000061,5361.140137,0.129999995,297.8399963,16,0,4,0,7,62,384,309,120,0
31,6,5,3,137,747.9400024,0.039999999,25.56999969,29.26000023,19121.30078,0.25,1062.290039,17,3,8,0,20,77,539,371,10,0
8,2,1,2,10,28.06999969,0.379999995,2.670000076,10.52999973,74.86000061,0.01,4.159999847,5,0,1,0,41,89,466,303,71,0
22,7,3,4,117,604.8800049,0.039999999,27.94000053,21.64999962,16901.08984,0.200000003,938.9500122,17,0,3,0,17,62,497,350,22,0
34,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0
79,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,34,0
59,8,1,7,148,776.6900024,0.050000001,19.23999977,40.36999893,14942.90039,0.25999999,830.1599731,46,0,11,0,11,77,558,385,34,0
33,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,0
12,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,0
39,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,0
20,3,1,3,99,503.6600037,0.059999999,16.5,30.52000046,8310.370117,0.170000002,461.6900024,12,0,5,1,14,62,492,258,100,0
17,1,1,1,9,27,0.400000006,2.5,10.80000019,67.5,0.01,3.75,3,0,11,1,54,89,466,231,1,0
7,1,1,1,16,55.34999847,0.340000004,2.920000076,18.97999954,161.4400024,0.02,8.970000267,4,0,1,0,54,125,560,412,1,0
137,23,1,19,311,2018.969971,0.029999999,33.09999847,60.99000168,66834.75,0.670000017,3713.040039,102,0,33,0,33,123,140,31,74,0
36,5,1,4,106,552.2000122,0.050000001,18.29000092,30.20000076,10097.41016,0.180000007,560.9699707,26,0,8,0,13,73,460,342,138,0
22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
12,2,1,2,18,66.61000061,0.239999995,4.079999924,16.29999924,271.980011,0.02,15.10999966,5,3,2,0,61,125,34,412,71,0
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
19,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,120,0
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
6,1,1,1,22,83.76000214,0.270000011,3.75,22.34000015,314.1099854,0.029999999,17.45000076,4,0,0,0,58,148,49,4,1,0
13,2,1,1,42,189.9900055,0.140000001,7.309999943,26,1388.390015,0.059999999,77.12999725,8,0,3,0,4,33,185,115,71,0
16,2,1,2,29,110.4100037,0.170000002,6,18.39999962,662.4799805,0.039999999,36.79999924,10,0,4,0,61,137,114,30,71,0
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
54,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,44,0
59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
21,3,1,3,40,169.9199982,0.200000003,4.960000038,34.27000046,842.5100098,0.059999999,46.81000137,17,0,2,0,61,25,185,92,100,0
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
21,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,0
24,2,1,2,50,222.9700012,0.090000004,10.80000019,20.64999962,2408.090088,0.07,133.7799988,16,1,5,0,8,4,283,104,71,0
32,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67,0
11,2,1,2,17,60.93999863,0.239999995,4.199999809,14.51000023,255.9700012,0.02,14.22000027,7,0,2,0,61,113,34,387,71,0
12,2,1,2,17,62.90999985,0.289999992,3.5,17.96999931,220.1799927,0.02,12.22999954,9,0,1,0,61,125,34,387,71,0
8,2,1,1,26,104,0.119999997,8.329999924,12.47999954,866.6699829,0.029999999,48.15000153,4,0,1,0,4,125,103,4,71,0
17,1,1,1,55,245.2700043,0.230000004,4.260000229,57.50999832,1046,0.079999998,58.11000061,12,0,3,0,54,62,220,222,1,0
4,1,1,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,0,41,101,422,303,1,0
20,6,5,3,57,264.7000122,0.059999999,16.88999939,15.67000008,4470.490234,0.090000004,248.3600006,15,1,2,0,13,161,340,115,10,0
11,2,1,2,19,70.30999756,0.289999992,3.430000067,20.51000023,241.0599976,0.02,13.39000034,9,0,0,0,58,137,34,435,71,0
6,1,1,1,21,72.65000153,0.300000012,3.329999924,21.79000092,242.1600037,0.02,13.44999981,4,0,0,0,54,125,65,435,1,0
67,14,8,5,206,1124.640015,0.02,51.59999847,21.79999924,58031.57031,0.370000005,3223.97998,52,5,8,0,23,72,50,446,67,0
7,1,1,1,14,46.50999832,0.330000013,3,15.5,139.5200043,0.02,7.75,4,0,1,0,58,101,4,303,1,0
4,1,1,1,4,8,0.670000017,1.5,5.329999924,12,0,0.670000017,2,0,0,0,30,2,263,2,1,0
5,1,1,1,9,27,0.400000006,2.5,10.80000019,67.5,0.01,3.75,3,0,0,0,54,89,466,231,1,0
4,1,1,1,6,15.51000023,0.5,2,7.75,31.02000046,0.01,1.720000029,2,0,0,0,41,71,353,125,1,0
5,1,1,1,15,47.54999924,0.200000003,5,9.510000229,237.7400055,0.02,13.21000004,3,0,0,0,58,89,4,349,1,0
4,1,1,1,7,19.64999962,0.5,2,9.829999924,39.29999924,0.01,2.180000067,2,0,0,0,41,89,353,231,1,0
4,1,1,1,7,19.64999962,0.5,2,9.829999924,39.29999924,0.01,2.180000067,2,0,0,0,41,89,353,231,1,0
35,8,5,3,94,522.1300049,0.059999999,15.93000031,32.77999878,8315.429688,0.170000002,461.9700012,27,3,3,0,19,85,429,318,34,0
20,4,4,3,66,338.5299988,0.100000001,10.52999973,32.15000153,3563.5,0.109999999,197.9700012,15,1,2,0,13,69,361,182,120,0
30,5,5,3,89,456.5100098,0.140000001,7.099999905,64.33000183,3239.439941,0.150000006,179.9700012,21,1,3,3,66,82,411,309,138,0
4,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1,1,0
28,7,7,4,78,362.2200012,0.079999998,12.56999969,28.80999947,4553.629883,0.119999997,252.9799957,20,3,3,0,7,42,399,248,22,0
32,6,6,4,81,397.4599915,0.07,14,28.38999939,5564.410156,0.129999995,309.1300049,23,2,4,1,10,55,416,248,10,0
67,19,19,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,82,0
19,3,3,1,22,83.76000214,0.159999996,6.25,13.39999962,523.5100098,0.029999999,29.07999992,9,6,2,0,4,101,114,349,100,0
72,5,1,1,269,1421.77002,0.02,44.18000031,32.18000031,62806.82813,0.469999999,3489.27002,50,9,8,0,17,72,122,459,138,0
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,1,0
9,1,1,1,10,31.70000076,0.330000013,3,10.56999969,95.09999847,0.01,5.28000021,2,4,1,0,58,89,507,231,1,0
8,1,1,1,24,98.09999847,0.289999992,3.5,28.03000069,343.3500061,0.029999999,19.06999969,6,0,0,0,61,4,78,4,1,0
71,7,1,7,200,1213.219971,0.059999999,15.60999966,77.70999908,18941.05078,0.400000006,1052.280029,59,3,6,0,16,112,43,445,22,0
14,1,1,1,29,96.33999634,0.170000002,6,16.04999924,578.0200195,0.029999999,32.11000061,9,0,3,0,54,113,114,30,1,0
30,3,3,3,50,219.6199951,0.109999999,9.090000153,24.15999985,1996.51001,0.07,110.9199982,21,0,7,0,4,15,264,126,100,0
41,7,1,7,145,809.8200073,0.050000001,21.79000092,37.16999817,17642.5,0.270000011,980.1400146,31,3,5,0,19,87,546,391,22,0
15,3,1,2,35,145.9499969,0.109999999,8.75,16.68000031,1277.040039,0.050000001,70.94999695,11,0,1,0,4,148,163,54,100,0
8,1,1,1,15,47.54999924,0.270000011,3.75,12.68000031,178.3099976,0.02,9.909999847,5,0,1,0,54,101,560,387,1,0
4,1,1,1,10,31.70000076,0.330000013,3,10.56999969,95.09999847,0.01,5.28000021,2,0,0,0,58,89,507,231,1,0
8,1,1,1,15,45,0.200000003,5,9,225,0.02,12.5,5,0,1,0,54,89,560,387,1,0
35,3,3,2,98,498.5700073,0.050000001,21.94000053,22.72999954,10937.41016,0.170000002,607.6300049,22,2,8,1,16,55,463,298,100,0
15,3,3,2,36,155.5899963,0.079999998,13,11.97000027,2022.660034,0.050000001,112.3700027,11,0,2,0,9,137,174,54,100,0
5,1,1,1,11,36.54000092,0.330000013,3,12.18000031,109.6200027,0.01,6.090000153,3,0,0,0,58,101,507,303,1,0
19,6,3,2,58,262.3699951,0.07,14.72999954,17.81999969,3863.939941,0.090000004,214.6600037,14,0,3,0,8,15,273,203,10,0
21,6,4,4,79,405.2099915,0.07,14.64000034,27.68000031,5931.870117,0.140000001,329.5499878,13,4,2,0,14,66,411,240,10,0
6,1,1,1,6,15.51000023,0.5,2,7.75,31.02000046,0.01,1.720000029,2,1,0,0,41,71,353,125,1,0
5,1,1,1,3,4.75,0,0,0,0,0,0,2,1,0,0,30,1,263,1,1,0
113,9,1,6,278,1661.680054,0.039999999,27.62999916,60.13000107,45919.21094,0.550000012,2551.070068,82,13,16,0,21,104,120,9,44,0
176,12,3,7,630,4005.26001,0.01,73.72000122,54.33000183,295281.25,1.340000033,16404.5,127,23,24,0,36,110,378,124,53,0
7,1,1,1,25,83.05000305,0.25,4,20.76000023,332.1900024,0.029999999,18.45999908,4,0,0,0,41,125,65,30,1,0
32,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,0
33,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,0
96,13,7,7,244,1347.75,0.050000001,21.27000046,63.36000061,28670.30078,0.449999988,1592.790039,68,12,11,0,9,93,73,14,64,0
94,10,8,4,312,1899.290039,0.029999999,33.13999939,57.31000137,62941.53125,0.629999995,3496.75,73,8,10,0,24,106,149,24,51,0
163,10,1,9,571,3697.639893,0.02,41.47000122,89.16000366,153340.1719,1.230000019,8518.900391,116,19,24,1,22,133,297,169,51,0
18,4,1,2,41,180.0899963,0.140000001,7.329999924,24.55999947,1320.619995,0.059999999,73.37000275,16,0,0,0,8,161,264,17,100,0
39,4,1,4,97,526.3499756,0.07,14.76000023,35.65999985,7768.890137,0.180000007,431.6099854,20,6,7,4,16,80,452,309,120,0
6,1,1,1,11,38.04999924,0.330000013,3,12.68000031,114.1600037,0.01,6.340000153,3,0,1,0,58,113,466,349,1,0
11,3,1,3,42,187.3000031,0.100000001,9.600000381,19.51000023,1798.040039,0.059999999,99.88999939,7,0,1,0,8,4,220,80,100,0
4,1,1,1,4,8,0.670000017,1.5,5.329999924,12,0,0.670000017,2,0,0,0,30,2,263,2,1,0
5,1,1,1,18,59.79000092,0.25,4,14.94999981,239.1799927,0.02,13.28999996,3,0,0,0,54,113,4,435,1,0
29,8,8,4,86,377.7399902,0.029999999,33.75,11.18999958,12748.7002,0.129999995,708.2600098,25,0,1,0,11,125,463,203,34,0
12,3,1,3,21,69.76000214,0.170000002,6,11.63000011,418.5599976,0.02,23.25,9,0,1,0,58,101,65,435,100,0
59,11,6,6,149,808.5100098,0.029999999,36,22.45999908,29106.48047,0.270000011,1617.030029,42,6,9,0,23,69,565,377,53,0
5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,0
7,2,1,2,14,48.43000031,0.280000001,3.599999905,13.44999981,174.3600006,0.02,9.68999958,6,0,0,1,58,113,535,387,71,0
14,4,3,2,28,121.0100021,0.109999999,9.289999962,13.02999973,1123.699951,0.039999999,62.43000031,10,0,2,0,9,137,127,4,120,0
19,4,3,2,46,208.0800018,0.079999998,13.22000027,15.73999977,2751.330078,0.07,152.8500061,13,0,4,0,10,161,252,92,120,0
10,4,3,2,25,104.25,0.109999999,9,11.57999992,938.2299805,0.029999999,52.11999893,7,0,1,0,8,125,103,452,120,0
9,2,1,2,23,89.86000061,0.119999997,8.25,10.89000034,741.3300171,0.029999999,41.18999863,6,0,1,0,66,125,49,17,71,0
